clean_comment,sentiment,rate
giày đẹp đi êm chân lắm ạ,POSITIVE,5
chat luong sản phẩm đẹp tuy nhiên áo hơi rộng,POSITIVE,4
giá rẻ quá thì chấp nhận chất lượng tốt không thể đi kèm,POSITIVE,4
chất lượng sản phẩm tuyệt vời chỉ có giao hàng hơi lâu thôi àh,POSITIVE,4
màu son rất đẹp,POSITIVE,5
phù hợp giá tiền ak,POSITIVE,5
mua cái mà vải khác nhau hoàn toàn không giống hình đường may chán haizz,NEGATIVE,1
áo chất ổn đáng giá tiền,POSITIVE,4
đẹp lắm luônn,POSITIVE,5
mặc được,NEUTRAL,3
tay đỏ thì tươi hơn hình,POSITIVE,4
rất đáng tiền thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn noi chung là đep cảm ơn sop ui nhé,POSITIVE,5
áo đẹp nhé thời gian giao hàng rất nhanh,POSITIVE,5
rất đáng tiền còn được cửa hàng tặng quà nữa,POSITIVE,5
giao hàng không đúng màu nt thì không trả lời,NEGATIVE,1
size 43 nhưng đi không vừa chân phải đặt lại 44,NEUTRAL,3
tiếc vì không biết để mua máy hút bụi sớm hơn,POSITIVE,5
vải áo đẹp áo dáng đẹp size áo form rộng mình 57m nặng 55kg mặc thoải mái,POSITIVE,5
mình sẽ giới thiệu và tiếp tục ủng hộ cửa hàng,POSITIVE,5
chất lượng sản phẩm tuyệt vời lúc đặt mình đang cần gấp nên giục cửa hàng mấy lần liền nhg shop vẫn rất thân thiện,POSITIVE,5
hàng rất đẹp vải êm,POSITIVE,5
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh rất đáng tiền chất lượng sản phẩm tuyệt vời,POSITIVE,5
sản phẩm ý hình,POSITIVE,5
giày đẹp lắm ạ,POSITIVE,5
chất vải đẹp phù hợp với giá tiền,POSITIVE,5
chất lượng chuẩn,NEUTRAL,3
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn,POSITIVE,5
áo rẻ mà đẹp hình mong cửa hàng nhập thêm nhiều mẫu mới để ủng hộ tiếp,POSITIVE,5
vải dày mịn nhưng mua lần không giao đúng size và màu,NEGATIVE,2
hoi han khi mua cái này hông biết nó gởi cái mùng hay cái áo,NEUTRAL,3
màu vàng dày dặn chất đẹp cúc đẹp hơn cúc váy trắng,POSITIVE,5
quá thất vọng bé như thế thì không đựng được gì,NEGATIVE,1
tuy nhiên hàng chất lượng không đẹp,NEUTRAL,3
bình kiểu gì cứ chảy sữa,NEUTRAL,3
đặt màu nâu đậm mà cửa hàng lại giao màu đen,NEUTRAL,3
viên này có tác dụng tối hôm qua mới đặt nay ra đã chết vài chú hi vọng diệt được trong thời gian dài gián này rất đáng tiền,POSITIVE,4
váy hơi mỏng so voi gia chap nhan được,POSITIVE,4
cô chủ thì siêu siêu nhiệt tình luôn nhé,POSITIVE,5
chất lượng đẹp giống hình,POSITIVE,5
mài xanh thì xẫm hơn hình,POSITIVE,4
khoá sản phẩm bị hỏng,NEUTRAL,3
áo đẹp ôm người tôn dáng,POSITIVE,5
dù có 5k nhưg mất uy tín,NEUTRAL,3
mình 1m55 45kg mặc size hơi trật các bạn khác nếu mua thì nhích lên size,POSITIVE,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất nhiệt tình,POSITIVE,5
chất lượng sản phẩm rất kém đóng gói sản phẩm rất kém chất lượng sản phẩm rất kém,NEGATIVE,1
bộ ăn dặm của bé dễ thương,POSITIVE,5
chất lượng hàng rất tốt cửa hàng nhiệt tình,POSITIVE,5
vẫn cho cửa hàng sao,POSITIVE,5
đồ lần này vải đẹp hơn mấy lần trước nhiều cửa hàng ạ,POSITIVE,5
chất lượng sản phẩm tuyệt vời 40 kí trở lên mặc vẫn vừa vặn,POSITIVE,5
vì giá rẻ nên không đòi hỏi gì chỉ có cái cửa hàng cung cấp hình không đúng với sản phẩm bán,POSITIVE,5
túi đẹp lắm ạ,POSITIVE,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn nhưng hơi rộng,POSITIVE,5
nhưng size của trẻ em hơi rộng một chút,NEUTRAL,3
giày mang lên chân rất đẹp,POSITIVE,5
chất vải đẹp cửa hàng giao hàng nhanh,POSITIVE,5
áo chất liệu vải hơi cứng,NEUTRAL,3
áo này đẹp,POSITIVE,5
thiết kế chưa thông minh lúc bóc ra khó khăn,POSITIVE,5
hợp với ja tien xai được,POSITIVE,4
rep ib của khách lâu mấy ngày liền không rep,NEGATIVE,2
đường cắt may ẩu quá nên bị xổ,NEUTRAL,3
cửa hàng giao hàng siêu nhanh nhưng kiến không thèm ngó ngàng gì tới cái thứ này phải hàng chuẩn không dị,POSITIVE,5
cửa hàng phục vụ rất tốt chất lượng sản phẩm tuyệt vời,POSITIVE,5
đầy đủ,POSITIVE,4
jb cutee minh con được tặng thêm 2c nữa ợ,NEUTRAL,3
vẫn cho cửa hàng 5sao vì tư vấn nhiệt tình giao hàng nhanh,POSITIVE,5
giao 1cai hàng tốt 1cai hàng kém,NEUTRAL,3
mới rán lần đầu tiên đã đen chảo,NEGATIVE,1
lần sau sẽ ủng hộ nữa ạ,POSITIVE,5
áo đẹp lắm luôn cửa hàng ạ,POSITIVE,5
hình in dán từ tấm vải khác keo dán rất cứng chất áo nóng,NEUTRAL,3
áo không được nhự hình,NEUTRAL,3
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh cửa hàng phục vụ rất tốt,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh hơn những gì mong đợi mấy bn cứ mua đi không lo về chất lượng nhé ủng hộ cửa hàng lâu dài,POSITIVE,5
xinh nạ,POSITIVE,5
hàng luôn chất lượng và giá cả luôn cạnh tranh,POSITIVE,5
nhìn rất chắc chắn đơn giản mà đẹp,POSITIVE,5
hàng đẹp đóng gói chắc chắn rất hài lòng,POSITIVE,4
sản phẩm nhìn đẹp keo dán dzở,POSITIVE,5
cùng loại với áo mình từng mua nhưng vải mỏng hơn không ấm bằng,POSITIVE,4
hộp bị rách,NEGATIVE,2
cái bèo nhèo lại còn mỏng,NEUTRAL,3
hình để lap 14 vừa khít còn phải nông ít nữa mới vào nên cạnh của lap làm căng form balo vuông vức như thế 15 cần xem lại,POSITIVE,4
vải thì ra màu kinh khủng,NEGATIVE,2
mình cao 1m56 mặc mà dài quá mông,POSITIVE,4
thảm hơi mỏng,NEUTRAL,3
nhưng nói chung người ổn đi vào mấy buổi thể dục quốc phòng dẫm đạp cho đỡ tiếc thời gian giao hàng max nhanh,POSITIVE,5
ổn so với giá tiền,POSITIVE,5
mình thất vọng vì phần dây giày không như mình tưởng rằng nó sẽ dầy dặn nhưng dây lại quá mỏng và ngắn,NEUTRAL,3
áo form đẹp chất vải mỏng nhẹ rất thích ạ,POSITIVE,5
may nơ hơi xấu,NEUTRAL,3
oder hàng có tâm và nhiệt tình giữ chữ tín,POSITIVE,5
chất lượng tốt hơn giá tiền tuy nhiên diểm trừ là màu sắc không giống hình lắm,POSITIVE,4
rất hài lòng,POSITIVE,5
áo đẹp tương đối giống hình vải mát nhg dễ nhăn kiểu áo này người khó là ủi đường chỉ hơi mỏng may kém chắc chắc,POSITIVE,5
chất lượng sản phẩm thì tuyệt vời nhưng cửa hàng phục vụ chưa tốt,POSITIVE,4
hàng đẹp hình mặc rất ôm quả tròn nâng ngực tốt chất cotton thấm hút mồ hôi,POSITIVE,5
hạt đều ăn không bị hoi gj để lâu,POSITIVE,5
tam được,POSITIVE,4
rất rộng sản phẩm tam được,POSITIVE,4
cả shape váy và chất vải đều tệ,NEGATIVE,1
đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt chất lượng sản phẩm tuyệt vời,POSITIVE,5
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh chất mịn và mát thêu đẹp,POSITIVE,5
cảm ơn cửa hàng,POSITIVE,5
màu sắc sản phẩm không như trong sản phẩm,NEGATIVE,2
cảm ơn cửa hàng đã tư vấn cái túi này quá ưng ý,POSITIVE,5
đây là lần thứ mua hàng của cửa hàng nhưng kq lại là thất vọng với thái độ phục vụ của cửa hàng,NEGATIVE,2
bị rách ạ ảnh bên trong không sao,POSITIVE,4
chất lượng sản phẩm tuyệt vời sao,POSITIVE,5
chỉ dư hơi nhiều,POSITIVE,4
châ lươ người cu người ta đươ,POSITIVE,4
son lì,NEUTRAL,3
đẹp xuất sắc luôn ạ,POSITIVE,5
đầm mặc đẹp lắm ạ,POSITIVE,4
cửa hàng đóng gói sản phẩm rất cẩn thận chắc chắn,POSITIVE,5
được cửa hàng tư vấn size nhưng vẫn chưa vừa ý về chiều dài,POSITIVE,4
mùi thơm mình rất thích sẽ tiếp tục mua tiếp anh,POSITIVE,5
cửa hàng phục vụ khá tốt thời gian giao hàng nhanh,POSITIVE,5
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh đunhs mẫu mã đúng size ảnh ạ thank cửa hàng,POSITIVE,5
với giá mình mua 140k là đáng tiền,POSITIVE,4
cửa hàng phục vụ rất tốt rất đáng tiền hàng rất đẹp,POSITIVE,5
tuyệt vời hơn cả mong đợi giá rẻ mà áo đẹp dã man sẽ còn ủng hộ cửa hàng nhiều,POSITIVE,5
chất lượng hàng rất tốt giao hàng nhanh tặng cửa hàng,POSITIVE,5
sản phẩm giá đẹp dùng ổn,POSITIVE,5
không phải quân bộ đội của quân nhu,NEGATIVE,2
nhìn chiếc áo không giống trên ảnh,NEUTRAL,3
sẽ tiếp tục ủng hộ cửa hàng lâu dài,POSITIVE,5
ổn chắc chắn,POSITIVE,5
máy ngon,POSITIVE,4
chất lượng băng đô rất tốt vải mềm mịn màu sắc hình,POSITIVE,5
áo hơi to,POSITIVE,4
giá rẻ nữa,POSITIVE,5
nôg,NEUTRAL,3
nói chung thì nên mua hàng tốt một chút mới mặc đi chơi được,NEUTRAL,3
hàng rất ổn,POSITIVE,5
mua nhiều mà làm ăn chán,NEGATIVE,1
không giống ảnh,NEUTRAL,3
chất vải không được mềm mịn hình dán bị lỗi lem màu viền không được đẹp,NEGATIVE,2
chắc chắn sẽ mua tiếp,POSITIVE,5
from bé 40kg mặc ổn,NEUTRAL,3
chất ổn,POSITIVE,4
chất lượng sản phẩm tuyệt vời áo đẹp giống mô tả,POSITIVE,5
trong ảnh mặc qua gối mà sản phẩm nhận được mặc trên gối,NEUTRAL,3
hàng rất ổn nhé mọi người,POSITIVE,4
nhắn tin không rep,NEGATIVE,1
hàng đẹp mình rất thích,NEUTRAL,3
quần bị đứt chỉ nhiều mua quần kaki mà cứ tưởng là mua áo mưa cửa hàng tệ vãi,NEGATIVE,1
hàng đúng mô tả,POSITIVE,4
mua đôi mà đôi bị lỗi đôi lỗi mang được nhưng không đẹp được như đôi kia,POSITIVE,4
đầm đẹp vải mềm co dãn đường may hơi lỏng chưa chắc cho lắm,POSITIVE,5
giày đẹp đúng như hình có thể là đẹp hơn nhưng vải hơi mỏng giao hàng hơi chậm đáng mua,POSITIVE,5
mình m6 50kg mặc hơi kích ống tay,POSITIVE,4
đặt mẫu mẫu này thì bị rách mẫu kia thì giao sai màu,NEGATIVE,2
sản phẩm ổn giao hàng nhanh chất lượng tốt,POSITIVE,5
áo đẹp xuất sắc không tương xứng với giá tiền vì áo quá đẹp mà giá rẻ cực kỳ,POSITIVE,5
giày đẹp và nhẹ nữa,POSITIVE,5
quá ngon gắn vô ăn luôn mong cửa hàng có thêm nhiều sản phẩm hơn để mua,POSITIVE,5
anh chị em không nên mua hàng tại cửa hàng,NEGATIVE,1
có báo làm việc lại nhưnh chưa thấy chốt lại giao bổ sung hay sao cả,NEGATIVE,2
bạn phải hoàn cho tớ ít nhất nửa cái áo thay vì 20k mới đúng,NEGATIVE,1
hàng thì ổn,POSITIVE,4
chất lượng sản phẩm tuyệt vời ao rat dep,POSITIVE,5
áo form hơi nhỏ,POSITIVE,4
đóng gói rất chắc chắn,POSITIVE,5
cửa hàng uy tín sản phẩm oki,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh cửa hàng phục vụ rất tốt,POSITIVE,5
trả hàng thì phiền phức quá,NEUTRAL,3
chất lượng sản phẩm tuyệt vời chất lượng đi đôi với túi tiền biết trước áo đẹp ntn thì đã mua thêm rồi,POSITIVE,5
đẹp đóng gói cẩn thận,POSITIVE,5
không biết sao lại giao nhầm size,POSITIVE,5
chất vải ổn nhưng cửa hàng gửi sản phẩm bị lỗi chút hi vọng lần sau mua hàng cửa hàng kiểm tra không hơn,NEUTRAL,3
sẽ ủng hộ cửa hàng nhé,POSITIVE,5
thời gian giao hàng nhanh sản phẩm tốt nhưng hơi nhỏ size dưới 65kg mà như 55kg,POSITIVE,4
túi thơm,POSITIVE,5
quần rất đẹp rất ưng ý,POSITIVE,5
m6 mặc vẫn không thoải mái như các bạn review,NEUTRAL,3
mặc lên đẹp lắm ạ cảm ơn shoo,POSITIVE,5
quần màu da thun phía trước không đẹp như quần đen,NEUTRAL,3
không hài lòng lắm màu đỏ lem hết ra cả đế giầy giặt không hết được,NEUTRAL,3
nói chung là tốt với giá như vậy,NEUTRAL,3
sản phẩm không đẹp bị trầy xướt tùm lùm hết không ưng ý lắm nên cho xem hàng trước khi nhận,NEUTRAL,3
quần rộng vải không đẹp đường chỉ bị lỗi rất không đáng tiền chất lượng sản phẩm rất kém,NEGATIVE,1
giày giống hình,POSITIVE,4
váy rất thô và cực rộng không thể mặc được tiền nào của nấy thôi,NEUTRAL,3
hàng đẹp mặt vô trôg ốm đi,POSITIVE,5
lần đầu tiên mua shoppe mà bị lừa như vậy,NEGATIVE,1
cửa hàng chăm sóc khách hàng tốt quá hộp đẹp nên tặng bạn gái mình thích quá trời,POSITIVE,5
giao hàng tương đối nhanh mình ở sài gòn,POSITIVE,5
mi nh muô rô người chu nên đă ma size anh nho xi như vâ,POSITIVE,4
đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt,POSITIVE,4
thời gian giao hàng max nhanh,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời,POSITIVE,5
sao vì giao hàng nhanh còn áo vải mỏng tàm tạm,NEUTRAL,3
còn hơn cả đẹp áo dài nên mình cắt ngắn bớt,POSITIVE,5
son đẹp long lanh màu khá ổn,POSITIVE,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh người mềm mặc êm cửa hàng tận tình sẽ ủng hộ tiếp,POSITIVE,5
phần chân mỏng,NEUTRAL,3
bánh ngon nhân nhiều,POSITIVE,5
chất lượng người ổn so với giá tiền,POSITIVE,4
vải đẹp áo đẹp hình đẹp rất yêu bác,POSITIVE,5
áo hình rất đẹp nhưng áo hơi ngắn,POSITIVE,5
quần đẹp mỏng quá,POSITIVE,4
đánh giá sao vì gửi không đúng mẫu,POSITIVE,4
thuốc mệt quá,NEUTRAL,3
mình cứ ngh giày thấp ai ngờ độn cao vch,POSITIVE,5
cửa hàng nhập thêm mặt hàng cho đa dạng nữa để mình ủng hộ thêm nhé,POSITIVE,5
giống mẫu,POSITIVE,5
vải đẹp giá rẻ,POSITIVE,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,POSITIVE,5
cửa hàng phục vụ rất kém ghi chi tiết áo size 49 53 kg mà 50kg mặc còn rộg,NEGATIVE,1
yêu,NEUTRAL,3
mùi hơi ghê,NEUTRAL,3
chuông rất xinh sữa tắm thơm và mềm lông,POSITIVE,5
vải đẹp mềm mịn form đẹp,POSITIVE,5
form chuẩn,POSITIVE,4
balo chắc chắn may dày nhìn đẹp mình rất thích,POSITIVE,5
khi nhận được sản phẩm đã có cảm giác thất vọng không hề nhẹ và người muốn gửi trả lại,NEUTRAL,3
thuốc bị chảy,NEUTRAL,3
hàng đẹp mà giá mềm,POSITIVE,5
vai chật dù mình gầy,POSITIVE,4
túi bình thường ghi hàng hiệu làm tưởng tốt,NEGATIVE,1
túi cực thơm ạ thích ghê,POSITIVE,4
kem ngon tuyệt,POSITIVE,5
không có day cột nơ,NEGATIVE,2
lông mượt đẹp cực,POSITIVE,5
size 27 quá chật em hay mặc size 26 thui nhưng ai ngờ chật hơn cả size nhỏ,POSITIVE,4
đồ đẹp chất chắc chắn,POSITIVE,5
lai quần dễ bị giản,NEGATIVE,2
râ ha lo người vê sản phẩm,POSITIVE,5
cửa hàng thấy em chụp sao kk,NEUTRAL,3
bắt phải nhận lại,NEGATIVE,1
có điều hơi bị ngắn chút xíu,NEUTRAL,3
đã mua cái áo đẹp,POSITIVE,5
tâc dụng khá tốt chỉ chưa biết là giữ được bao lâu,POSITIVE,4
sound usb loại này rẻ dùng tốt mẫu mã người gọn đẹp,POSITIVE,5
vải rất rất okeyy hình,POSITIVE,5
các hạt còn lại ngon,POSITIVE,5
mình không ưng ý lắm,NEUTRAL,3
áo đen với xám chất nhau,POSITIVE,5
hàng fake mùi rất kinh,NEGATIVE,1
cửa hàng giao hàng nhanh và giao đúng hàng,POSITIVE,5
màu hơi già không ưng màu tẹo nào,NEUTRAL,3
em mua đồ của cửa hàng nhiều lần rồi,POSITIVE,5
vải đẹp chắc chắn hợp giá tiền,POSITIVE,5
đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh,POSITIVE,5
chất lượng sản phẩm tuyệt vời ngon bổ rẻ,POSITIVE,5
rẻ đẹp,POSITIVE,5
chị chủ cửa hàng tư vấn nhiệt tình giao hàng nhanh có dịp sẽ quay lại mua nữa,POSITIVE,5
nói chung là hài lòng,POSITIVE,5
không ôm vào người rất mỏng,NEUTRAL,3
cửa hàng phục vụ tạm được chất lượng sản phẩm tạm được,NEUTRAL,3
giao nhanh đóng gói siêu cẩn thận luôn sản phẩm ổn,POSITIVE,5
sản phẩm rất đẹp mang êm vừa túi tiền,POSITIVE,5
xài tạm được,NEGATIVE,2
đi lâu sẽ bị đau chân,NEUTRAL,3
áo dáng basic rất dễ mặc vải mỏng hơn mình ngh nhưng mình đã giặt máy mà áo vẫn rất tốt không bị nhão hay giãn,POSITIVE,4
áo quá xấu tay kẻ không giống ảnh,NEUTRAL,3
không giống mấy áo kaki bình thường,NEUTRAL,3
siêu đẹp siêu ưngg chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,POSITIVE,5
chất lượng sản phẩm tuyệt vời cửa hàng rất nhiệt tình và thân thiện,POSITIVE,5
từ trong ra ngoài đều êm,POSITIVE,5
chất lượng sản phẩm kém váy mỏng chất nóng như nilong,NEGATIVE,1
dáng rất ôm chỉ bạn nào dưới 50kg mặc ms đẹp,POSITIVE,4
bao bì của quần rất chắc chắn và trông có vẻ hịn,POSITIVE,4
sản phẩm rất ổn,POSITIVE,4
vẫn cho cửa hàng sao vì phục vụ người tốt,POSITIVE,5
cửa hàng bán mẫu mã quá đẹp mình thích lắm nhé cửa hàng,POSITIVE,5
bé nhà mình rất thích,POSITIVE,5
giao sai mẫu hết trơn à,NEGATIVE,1
lúc em nhận hàng đẹp quá không để ý đem giặt lúc phơi lên mới thấy phía sau bị lỗi,NEUTRAL,3
đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền rất đáng tiền,POSITIVE,5
chất ổn nhưng mầu be hơi bị sẫm quá,NEUTRAL,3
lens dày đẹp sẽ ủng hộ,POSITIVE,5
thật sự là quá tuyệt vải rất đẹp mình là người rất khó tính như nhận được hàng rất đẹp vui ghê mua thêm cái nữa kk,POSITIVE,5
mình đặt mẫu giao sai cả hai,NEGATIVE,2
hàng người bình thường không được như ảnh,POSITIVE,4
bình thươngf,NEUTRAL,3
áo hơi nhỏ mặt dù mình đã chọn size,NEUTRAL,3
nói chung là rất thích,POSITIVE,5
áo đẹp xuất sắc,POSITIVE,5
cửa hàng làm ăn chuyên nghiệp sẽ ủng hộ cửa hàng,POSITIVE,5
áo mặc rất ổn ạ,NEUTRAL,3
ảnh thật giống hình đẹp,POSITIVE,5
chất lượng sản phẩm tuyệt vời tuy nhiên áo màu trắng kiểu khác hình màu nude thì thành như nâu xanh,NEUTRAL,3
sướng,POSITIVE,5
thực sự thấu không hài lòng,NEUTRAL,3
hơi mỏng nên có thể nhìn thấy bên trong,NEUTRAL,3
ở trước ngực áo có mấy vệt trắng bẩn cơ mà giặt sạch đi được,NEUTRAL,3
đặt size đại cho thoải mái bh bơi trong áo,POSITIVE,4
sản phẩm giống hình giá hợp lí,POSITIVE,5
hàng đẹp đúng mẫu,POSITIVE,5
sử dụng không khác gì vè mua tại chỗ,NEUTRAL,3
đóng gói sản phẩm rất đẹp và chắc chắn mùi này thơm ngất ngây hơi nồng hợp dùng thu đông độ lưu hương khá dai thích mê,POSITIVE,5
áo thì tốt chất lượng thì được mà mình chưa hài lòng với cách giao hàng lắm,NEUTRAL,3
cơ mà cửa hàng gói chưa cẩn thận nên làm vỡ mất 2c gương của,NEUTRAL,3
chất lượng sản phẩm tuyệt vời hạt to vàng nói chung là rất hài lòng vote sao cho cửa hàng,POSITIVE,5
bên ngoài hộp tan nát,NEGATIVE,2
đóng gói sản phẩm chắc chắn nhưng giấy hơi mỏng bé có thể xé hoắc vùi nhăn hình ảnh thì rõ ràng nói chung với mức giá rẻ như thế thì sản phẩm người đẹp,NEGATIVE,2
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền rất đáng tiền cửa hàng phục vụ rất tốt,POSITIVE,5
chất áo đẹp hợp với mùa thu,POSITIVE,4
sạc dự phòng kg dùng được,NEGATIVE,1
hàng giống hình nhưng chất thì tiền nào của nấy,POSITIVE,5
áo tạm được có điều hình bị vỡ vì phóng quá to hoặc do mực tin mờ,POSITIVE,5
bộ này chất ấm sờ thích nhưng hơi ngắn phù hợp với người khoảng 55m trở lại thôi,POSITIVE,4
xưởng may lên size không chuẩn,NEUTRAL,3
cửa hàng phục vụ rất tốt rất đáng tiền,POSITIVE,5
mặc được kiểu rất xinh,POSITIVE,5
cho cửa hàng vì độ nhiệt tình,POSITIVE,5
màu sắc chất liệu đường may đều đẹp hình,POSITIVE,5
chất lượng sản phẩm rất kém vải phi bóng nóng và chưa mặc đã suột hết,NEGATIVE,1
áo hơi mỏng đen thì không sao nhưng trắng thì lộ rõ hợp mặc mấy ngày đầu thu form suông đẹp,POSITIVE,4
rất đáng tiền mặc thoải mái,NEUTRAL,3
hàng phù hợp với giá tiền,POSITIVE,5
sản phẩm đẹp lắm,POSITIVE,5
áo đẹp nhưng khá mỏng phù hợp giá đã sale,POSITIVE,4
chất lượng sản phẩm tạm được chất xấu và nóng,NEUTRAL,3
giao hàng nhanh,NEUTRAL,3
exellent,POSITIVE,5
áo cực kì ưng ý,POSITIVE,5
quần mới sờ bị dính màu đen đang ngâm xả không biết sau có hết đen không,NEUTRAL,3
giao màu nào người thích,POSITIVE,5
váy đẹp,POSITIVE,5
sẽ ủng hộ cửa hàng dài dài,POSITIVE,5
chủ cửa hàng xảo trá không hài lòng mọi người khi mua nhớ cẩn thận với chủ cửa hàng,POSITIVE,5
hàng giống hình form body ôm như cửa hàng đã tư vấn,POSITIVE,5
cổ giày chật mang khó khăn,NEUTRAL,3
giao hàng giao hương chanh,POSITIVE,5
vải người ổn,POSITIVE,4
chất lượng sản phẩm đáng với giá tiền,POSITIVE,5
cửa hàng phục vụ rất tốt chị chủ nhiệt tình ghê luônn thời gian giao hàng rất nhanh rất đáng tiền,POSITIVE,5
verry buồn khi fai danh giá sao,NEGATIVE,1
thời gian hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn,POSITIVE,5
mình đặt size 36 giao hàg size 37,NEUTRAL,3
cửa hàng làm mình thất vọng khi mua online,NEGATIVE,1
form rất đẹp mọi người nên mua vì giá hợp lý,POSITIVE,5
rất đáng tiền hợp lí,POSITIVE,5
chất co giãn tốt nhưng không mềm mại như mình ngh,POSITIVE,4
sản phẩm khi vận chuyển bị cấn móp,NEGATIVE,2
không được rô người va ma không được tră người như trong hi nh,POSITIVE,4
tuyệt mình rất thích,POSITIVE,5
cửa hàng phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh,POSITIVE,5
chất lượng sản phẩm tuyệt vời cửa hàng nhiệt tình cho sao vì chai sữa tắm bị nứt,POSITIVE,4
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt,POSITIVE,5
hủy hàng thì từ chối thái độ rất khó chịu lần đầu người là lần cuối mua đồ của cửa hàng này,NEGATIVE,1
chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt,POSITIVE,5
chờ nhận hàng lâu mà nhận hàng thất vọng,NEUTRAL,3
sản phẩm trên cả tuyệt vời,POSITIVE,5
chất lượng sản phẩm tuyệt vời form đẹp,POSITIVE,5
màu không như hình,NEUTRAL,3
ngày sx 30 11 2017 bây giờ là tháng 11 2018 rồi mà cửa hàng,NEGATIVE,1
em sẽ ủg hộ thêm,POSITIVE,5
bộ khuôn đẹp,POSITIVE,5
chất lượng sản phẩm tốt đóng gói sản phẩm chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền rất đáng tiền,POSITIVE,4
vỏ kén đen và đắng,POSITIVE,5
dù sao người rất ưng ý,POSITIVE,5
quần vải rất ổn mặt ưng lấm,POSITIVE,5
từ vải tới kiểu quá đẹp,POSITIVE,5
áo đẹp chủ cửa hàng dễ thương nhiệt tình,POSITIVE,5
áo vàng choét quần lại đen,NEUTRAL,3
chủ cửa hàng dễ thương,POSITIVE,5
len mịn và dày dặn,POSITIVE,5
cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh đường chỉ bị sút lỗ nhỏ thôi vải hơi mỏng nhưng người ổn sao ủng hộ cửa hàng chủ rất nhiệt tình,POSITIVE,5
mà ưng đến thế,POSITIVE,5
minh rât thich,POSITIVE,4
bị gỉ,NEGATIVE,2
thoi gian giao hang rat nhanh,POSITIVE,5
hệt keo 502,NEUTRAL,3
chủ cửa hàng tư vấn nhiệt tình nhưng mình không thể sử dụng app được vì toàn tiếng trung,NEUTRAL,3
ha người nhi hơi xâ nhưng đươ ca be công du người chi nh xa tô la đươ rô,POSITIVE,4
chất lượng quá đi thui,POSITIVE,5
anh đe lm luôn anh,POSITIVE,5
chất lượng sản phẩm tuyệt vời quá ổn,POSITIVE,5
màu áo xấu vô cùng,NEGATIVE,1
giao hàng nhanh rất vừa ý,POSITIVE,5
